Epoch,Train_Loss,Val_Accuracy,Val_F1,Growth_Fraction,Epoch_Time_sec
29,0.8959666105147055,0.7154,0.7163563555389119,0.2127989606306142,46.28
30,0.8926612590552903,0.7081,0.7026518887817224,0.20740251485476346,46.19
31,0.6455345176704104,0.795,0.7932186209541531,0.20191755856162394,45.3
32,0.5845477661540047,0.8077,0.8062504579807184,0.19635254915624212,45.78
33,0.5602835129073579,0.8046,0.8043188876075867,0.19071606747976114,45.3
34,0.5396554281746685,0.8135,0.811818759774141,0.18501680457838582,45.88
35,0.5267717855077394,0.8135,0.8130679244388993,0.17926354830241925,45.24
36,0.519478231821109,0.818,0.8174752115131195,0.17346516975603463,45.92
37,0.510613233480655,0.8151,0.8130864341945304,0.16763060961867565,45.16
38,0.5040386449474074,0.8201,0.8183031185582659,0.16176886435917676,45.48
39,0.505534919367557,0.813,0.8111848742042118,0.1558889723638603,45.01
40,0.49367275669999067,0.8174,0.8164054076319605,0.15,45.42
41,0.49276373683261504,0.8118,0.8114383772612046,0.1441110276361397,45.16
42,0.4885784884802663,0.8138,0.8154347677282819,0.13823113564082326,45.28
43,0.4861490468896458,0.8207,0.819477958451294,0.13236939038132436,45.31
44,0.48128245904488387,0.8151,0.8137581772616088,0.12653483024396536,45.2
45,0.4822054574416328,0.809,0.8082240906881075,0.12073645169758077,45.25
46,0.48232805166064396,0.8153,0.8157923643277744,0.1149831954216142,45.43
47,0.4797047212929793,0.8157,0.8157235597844977,0.10928393252023887,45.32
48,0.47855762656534834,0.8129,0.809985203281985,0.1036474508437579,44.95
49,0.4757789184700664,0.8129,0.8112144277367931,0.09808244143837605,45.36
50,0.47653528647294574,0.8109,0.8073173632547332,0.09259748514523654,45.44
51,0.473332480015889,0.8068,0.8068562806780487,0.08720103936938582,45.29
52,0.4720833381487679,0.8083,0.8050147571298238,0.08190142503906798,45.53
53,0.46773317442889706,0.8193,0.8197923051679068,0.07670681377545674,45.72
54,0.4627888529500644,0.8234,0.8215766899995455,0.07162521529260768,45.46
55,0.4589380786185381,0.8138,0.8142224806291101,0.06666446504705971,45.65
56,0.4626489790507071,0.821,0.8233541163100595,0.061832212156129045,45.69
57,0.4548423982078684,0.8211,0.8204525719190963,0.05713590760352488,45.08
58,0.45742178900064795,0.8107,0.8111953952841986,0.052582792750472465,45.42
59,0.45151061584717483,0.8195,0.8171576816557544,0.04817988817005873,45.81
60,0.45082050233735926,0.8156,0.8128154354493913,0.04393398282201788,45.77
61,0.45258704045365317,0.8125,0.8106989848396626,0.039851623584647146,45.45
62,0.44605450427562726,0.8192,0.8205641715142278,0.035939105159995356,45.98
63,0.44785409671625315,0.8241,0.8229243585608845,0.03220246036788824,45.67
64,0.4389097231527297,0.8146,0.8130694992527485,0.0286474508437579,45.82
65,0.4383593442612512,0.826,0.8257679088945042,0.025279558154618246,45.53
66,0.43956785186381103,0.8263,0.8254702741661449,0.022103975346886174,45.81
67,0.4360652085531994,0.8231,0.8228264006389112,0.019125598939080456,45.74
68,0.4376392704691075,0.827,0.8254684389625014,0.01634902137174483,45.82
69,0.4319856014393661,0.8185,0.8182132968207041,0.013778523926237829,45.52
70,0.4295801118340596,0.8278,0.8263240663568746,0.011418070123306989,45.86
71,0.3353606499397648,0.8546,0.8546127371513245,0.009271299611627376,45.5
72,0.30839140776177526,0.8563,0.8562243422570467,0.00734152255572697,45.59
73,0.29742860422969325,0.8588,0.8581967258848142,0.005631714531952908,45.41
74,0.28374544861183887,0.8598,0.8594559775125684,0.004144511940348516,45.08
75,0.27935401734713555,0.8616,0.8613106435450223,0.0028822079395154354,45.0
76,0.27014102015009916,0.8604,0.8604208926638114,0.001846748910729351,45.23
77,0.270307539615222,0.8579,0.8576262581635851,0.001039731456761056,45.35
78,0.2605327086167818,0.8621,0.8622610142922394,0.0004623999400308054,45.44
79,0.25841951725119666,0.8653,0.8653100815171205,0.00011564456389156485,45.43
80,0.2526542239950042,0.8634,0.863287103537509,0.0,45.23
81,0.25129951728405325,0.8602,0.8597602668360631,0.0,44.86
82,0.24746514726597124,0.8611,0.8611989629607286,0.0,44.53
83,0.24340022991622456,0.8635,0.8629439856220193,0.0,44.97
84,0.24013953290583992,0.8601,0.8602815289731505,0.0,44.71
85,0.24046472443813857,0.8619,0.8617726077176594,0.0,44.36
86,0.23918522227073755,0.8632,0.8630098316274151,0.0,44.35
87,0.23592613951306643,0.8656,0.8658824522800722,0.0,44.54
88,0.2327161166201633,0.8629,0.8626405878420194,0.0,44.62
89,0.23072505472335253,0.8624,0.8624016189878226,0.0,44.34
90,0.22856993707094853,0.8624,0.8627966080431575,0.0,45.13
91,0.21748496554839628,0.8647,0.8648629485650635,0.0,44.55
92,0.21071861898013786,0.8665,0.8665742022411811,0.0,44.44
93,0.20853063551453865,0.8649,0.8653164891819504,0.0,44.01
94,0.20847938314709866,0.8676,0.8678247378579579,0.0,43.9
95,0.20711175980053545,0.8656,0.8656217109204858,0.0,44.97
96,0.20824196912281492,0.8672,0.8673325870748718,0.0,44.46
97,0.20613186284136528,0.8673,0.8674830173941289,0.0,44.92
98,0.2026731056684721,0.8665,0.8666507130019135,0.0,44.96
99,0.20232634297387242,0.8664,0.8665916029944996,0.0,45.1
100,0.2045515680473379,0.8675,0.8674770327247484,0.0,44.31
